week_start,number,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,shortwave_radiation_sum
2017-07-09,53,28.67142857142857,24.97142857142857,77.3,15.185714285714285,16.987142857142857
2017-07-16,51,28.37142857142857,25.02857142857143,39.1,15.542857142857144,14.277142857142858
2017-07-23,65,29.8,25.685714285714287,6.5,17.071428571428573,20.09857142857143
2017-07-30,60,29.714285714285715,26.099999999999998,17.9,19.042857142857144,19.01142857142857
2017-08-06,56,29.5,25.8,37.5,18.599999999999998,18.68857142857143
2017-08-13,51,28.442857142857143,24.457142857142856,84.2,12.542857142857143,13.595714285714285
2017-08-20,51,28.814285714285713,24.5,55.0,14.485714285714286,15.807142857142859
2017-08-27,33,29.142857142857142,24.97142857142857,51.3,17.628571428571426,17.509999999999998
2017-09-03,40,29.185714285714287,24.885714285714283,44.7,13.685714285714285,17.767142857142858
2017-09-10,53,28.985714285714288,24.8,54.0,13.457142857142857,17.262857142857143
2017-09-17,58,29.2,24.75714285714286,64.0,13.028571428571428,16.687142857142856
2017-09-24,39,29.228571428571428,24.957142857142856,21.0,13.228571428571428,17.494285714285716
2017-10-01,51,29.071428571428573,24.885714285714283,93.2,10.985714285714286,16.31142857142857
2017-10-08,55,29.328571428571426,24.457142857142856,48.400000000000006,10.428571428571429,17.245714285714286
2017-10-15,62,29.485714285714288,24.657142857142855,96.4,11.771428571428572,16.764285714285712
2017-10-22,77,30.599999999999998,25.142857142857142,21.3,11.228571428571428,19.997142857142855
2017-10-29,62,29.614285714285717,24.271428571428572,39.3,10.557142857142859,18.412857142857142
2017-11-05,44,28.900000000000002,24.485714285714288,69.6,12.514285714285716,13.81
2017-11-12,50,29.314285714285713,24.414285714285715,91.7,11.257142857142856,16.29
2017-11-19,24,29.485714285714288,24.099999999999998,71.9,10.028571428571428,16.492857142857144
2017-11-26,37,29.099999999999998,24.142857142857142,79.8,10.757142857142856,14.577142857142858
2017-12-03,33,29.24285714285714,24.142857142857142,42.0,14.671428571428573,15.282857142857143
2017-12-10,40,29.342857142857145,24.285714285714285,59.699999999999996,11.085714285714285,15.454285714285716
2017-12-17,51,28.985714285714288,23.642857142857142,106.0,11.728571428571428,17.06
2017-12-24,66,28.97142857142857,23.97142857142857,35.7,19.62857142857143,17.58857142857143
2018-01-07,83,28.099999999999998,23.514285714285712,44.099999999999994,11.785714285714286,13.685714285714285
2018-01-14,68,25.885714285714283,22.7,168.3,14.585714285714285,8.164285714285715
2018-01-21,54,28.942857142857143,22.900000000000002,21.0,15.557142857142859,17.768571428571427
2018-01-28,45,29.17142857142857,23.842857142857145,41.1,13.228571428571428,17.79285714285714
2018-02-04,48,29.428571428571427,24.214285714285715,27.599999999999998,18.557142857142857,18.664285714285715
2018-02-11,50,28.52857142857143,22.614285714285717,2.4,20.614285714285717,20.747142857142855
